ID,NAME,POS,TEAM,ORG,LEAGUE,LEVEL,AGE,CURRENT,POTENTIAL,PITCH DIFF CURRENT,PITCH DIFF POT,BAT DIFF CURRENT,BAT DIF POT,START OVR CUR,START OVR POT,RELIEF OVR CUR,RELIEF OVR POT,BAT OVR CUR,BAT OVR POT,START BASE CUR,START INDIV CUR,START BASE POT, START INDIV POT,RELIEF BASE CUR,RELIEF INDIV CUR,RELIEF BASE POT,RELIEF INDIV POT,BAT HIT CUR,BAT FIELD CUR,BAT HIT POT,BAT FIELD POT,BATTER WAR,PITCHER WAR,MLB YEARS,WORK ETHIC,INTELLIGENCE,LEADER,GREED,LOYALTY,PERSONALITY
4416,Tom Crabtree,CF,Omaha,Kansas City,PCL,AAA,34,2.0,2.0,0,0,-1,-1,0,0,0,0,96,96,0,0,0,0,0,0,0,0,82,145,82,145,-100,-100,6,High,Normal,Normal,Normal, Normal,Normal
4420,Rob Small,C,Miami,Miami,PBL,MLB,29,3.5,3.5,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,85,75,85,75,2.3,0.0,6,High,Normal,High,High, High,Captain
4425,Elmer O'Day,SP,-,-,-,-,30,1.5,1.5,0,0,0,0,61,61,53,53,0,0,36,64,36,64,28,64,28,64,0,0,0,0,-100,-100,0,Normal,Normal,Normal,High, Normal,Normal
4447,Brian Lightfoot,RP,-,-,-,-,29,2.5,2.5,-1,-1,0,0,0,0,86,89,0,0,0,0,0,0,62,94,66,94,0,0,0,0,-100,-100,0,Low,Normal,Normal,High, Low,Normal
4453,Cade DeWarrenne,SP,-,-,-,-,34,2.0,2.0,-1,-1,0,0,76,76,67,70,0,0,50,83,50,83,40,83,45,83,0,0,0,0,-100,-100,2,Normal,Normal,Normal,High, Low,Normal
4457,Kelly Cain,2B,-,-,-,-,34,2.5,2.5,0,0,-2,-2,0,0,0,0,93,93,0,0,0,0,0,0,0,0,86,112,86,112,1.7,0.0,5,High,Normal,Normal,Normal, Normal,Normal
4458,Jerry Bentley,RP,-,-,-,-,28,2.0,2.0,1,1,0,0,0,0,95,98,0,0,0,0,0,0,65,121,69,121,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
4462,Will Banksto,2B,-,-,-,-,30,2.0,2.0,0,0,1,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,77,131,77,131,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
4472,Armando Ferreira,SP,Houston,Houston,PBL,MLB,29,4.5,4.5,0,0,0,0,125,127,125,128,0,0,99,131,102,131,101,131,106,131,0,0,0,0,0.0,1.1,6,High,Normal,Normal,Normal, Normal,Normal
4491,Jeffery Jones,RF,Montreal,Montreal,PBL,MLB,30,3.0,3.0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,103,106,103,106,3.1,0.0,6,Normal,Normal,Normal,Low, Normal,Humble
4492,Steve Gallagher,RP,-,-,-,-,30,1.5,1.5,0,0,0,0,85,85,84,84,0,0,56,108,56,108,54,108,54,108,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
4493,Craig Rouwen,SP,Boston,Boston,PBL,MLB,30,2.0,2.0,-2,-2,0,0,84,84,84,88,0,0,57,96,57,96,59,96,64,96,0,0,0,0,0.0,2.8,5,High,Normal,Normal,High, Normal,Normal
4494,Chris Williams,RP,Cleveland,Cleveland,PBL,MLB,33,2.5,2.5,0,0,0,0,0,0,98,98,0,0,0,0,0,0,73,107,73,107,0,0,0,0,0.0,1.2,3,Normal,Normal,Normal,High, Normal,Normal
4500,Jaime Mejía,LF,Milwaukee,Milwaukee,PBL,MLB,30,5.0,5.0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,114,133,114,133,6.2,0.0,7,High,Normal,Normal,Normal, Normal,Sparkplug
4517,Sancho Fernández,RP,San Diego,San Diego,PBL,MLB,29,4.0,4.0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,104,135,104,135,0,0,0,0,0.0,1.5,5,Normal,Normal,Low,High, Low,Selfish
4519,Milo Johnson,RP,Philadelphia,Philadelphia,PBL,MLB,30,3.5,3.5,0,0,0,0,113,113,117,120,0,0,86,121,86,121,94,121,99,121,0,0,0,0,0.0,0.9,6,Low,Low,Normal,High, Normal,Unmotivated
4534,Xavier Sánchez,SP,Scranton WB,New York,IL,AAA,34,2.0,2.0,0,0,0,0,87,87,80,80,0,0,65,75,65,75,60,75,60,75,0,0,0,0,-100,-100,1,High,Low,Normal,High, Normal,Sparkplug
4539,César Rivera,CF,-,-,-,-,30,1.5,1.5,0,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,0,57,146,57,146,-100,-100,0,Low,Normal,Normal,Normal, High,Normal
4540,Paul Burke,SP,Houston,Houston,PBL,MLB,29,5.0,5.0,0,0,0,0,119,120,122,124,0,0,92,129,92,135,99,129,99,135,0,0,0,0,0.0,7.9,6,Normal,Low,Normal,High, High,Outspoken
4545,Joe McGee,3B,Cleveland,Cleveland,PBL,MLB,33,3.5,3.5,0,0,1,1,0,0,0,0,101,101,0,0,0,0,0,0,0,0,99,136,99,136,3.5,0.0,9,High,Normal,Normal,Normal, High,Normal
4546,Al King,RP,Boston,Boston,PBL,MLB,29,2.5,2.5,0,0,0,0,0,0,105,105,0,0,0,0,0,0,79,121,79,121,0,0,0,0,0.0,-0.3,5,High,Normal,High,Low, Normal,Normal
4561,Ken Cooper,SP,Colorado,Colorado,PBL,MLB,29,3.0,3.0,-1,-2,0,0,102,107,98,105,0,0,76,106,80,120,75,106,79,120,0,0,0,0,0.0,2.3,6,Low,Normal,Normal,Low, Normal,Unmotivated
4562,Bryan Anderson,LF,San Diego,San Diego,PBL,MLB,29,2.5,2.5,0,0,1,1,0,0,0,0,94,94,0,0,0,0,0,0,0,0,87,131,87,131,-0.4,0.0,6,High,Normal,High,Normal, Normal,Captain
4571,Tim Becker,CF,-,-,-,-,30,2.0,2.0,0,0,-1,-1,0,0,0,0,94,94,0,0,0,0,0,0,0,0,78,148,78,148,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
4573,Mitchell Gregory,RP,Los Angeles,Los Angeles,PBL,MLB,31,3.0,3.0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,78,124,78,124,0,0,0,0,0.0,0.5,8,Normal,Normal,Normal,Normal, High,Prankster
4585,Bill Lynch,SP,-,-,-,-,32,1.5,1.5,-1,-1,0,0,84,84,68,68,0,0,61,69,61,69,47,69,47,69,0,0,0,0,-100,-100,1,Low,Low,Normal,High, Low,Normal
4595,Vicente Gómez,RP,Cleveland,Cleveland,PBL,MLB,29,2.5,2.5,0,0,0,0,103,103,102,106,0,0,78,107,78,107,79,107,84,107,0,0,0,0,0.0,0.5,5,High,Normal,Low,Low, High,Normal
4599,José Arellano,SS,Colorado Springs,Colorado,PCL,AAA,29,2.5,2.5,0,0,1,0,0,0,0,0,94,96,0,0,0,0,0,0,0,0,84,139,87,139,-100,-100,2,Low,Normal,Low,High, Low,Disruptive
4603,José Hernández,SP,-,-,-,-,30,2.0,2.0,0,0,0,0,85,85,85,85,0,0,63,70,63,70,69,70,69,70,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
4626,Roy Watts,SP,Binghamton,New York,EL,AA,29,2.0,2.0,0,0,0,0,73,79,58,71,0,0,50,64,53,87,35,64,45,87,0,0,0,0,-100,-100,1,High,Normal,Normal,Normal, Normal,Sparkplug
4631,Katsuyuk Johnson,LF,Kansas City,Kansas City,PBL,MLB,34,3.0,3.0,0,0,-1,-1,0,0,0,0,104,104,0,0,0,0,0,0,0,0,102,117,102,117,0.6,0.0,9,High,Normal,High,Normal, Normal,Captain
4640,Dan Evans,1B,-,-,-,-,30,1.5,1.5,0,0,-1,-1,0,0,0,0,83,83,0,0,0,0,0,0,0,0,80,103,80,103,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unmotivated
4648,Flynn Green,SP,Frisco,Texas,TEX,AA,30,2.0,2.0,-1,-1,0,0,78,78,73,73,0,0,52,88,52,88,46,88,46,88,0,0,0,0,-100,-100,1,Normal,Low,Normal,Normal, Normal,Normal
4650,Will Robinson,RP,Los Angeles,Los Angeles,PBL,MLB,30,2.5,2.5,1,3,0,0,108,108,107,107,0,0,83,108,83,108,85,108,85,108,0,0,0,0,0.0,0.3,3,Low,Normal,Low,High, Normal,Normal
4664,Jeff Loynd,RP,-,-,-,-,34,2.5,2.5,0,0,0,0,0,0,93,96,0,0,0,0,0,0,67,107,72,107,0,0,0,0,-100,-100,4,Normal,Normal,Normal,Normal, Normal,Normal
4684,Jerry Coyle,SS,Salt Lake,Los Angeles,PCL,AAA,29,2.0,2.0,0,0,0,0,0,0,0,0,82,84,0,0,0,0,0,0,0,0,63,149,66,149,-100,-100,0,High,Normal,Normal,Normal, Low,Normal
4692,Bailey Dennard,LF,-,-,-,-,33,2.5,2.5,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,90,118,90,118,0.2,0.0,6,Normal,Normal,Normal,Normal, Normal,Normal
4700,Marc Burnett,RP,Detroit,Detroit,PBL,MLB,30,4.0,4.0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,99,151,99,151,0,0,0,0,0.0,2.0,6,Low,Normal,Normal,Normal, Normal,Unmotivated
4704,Dennis Sims,SP,Houston,Houston,PBL,MLB,29,3.5,3.5,0,0,0,0,112,112,108,112,0,0,88,104,88,104,88,104,93,104,0,0,0,0,0.0,4.6,4,Low,Normal,Normal,Normal, Normal,Unmotivated
4711,Connor Valcour,RP,-,-,-,-,34,2.0,2.0,-2,-2,0,0,0,0,90,90,0,0,0,0,0,0,72,82,72,82,0,0,0,0,0.0,1.1,7,High,Normal,High,Normal, Normal,Sparkplug
4713,Franklin Cantrell,2B,-,-,-,-,29,1.5,1.5,0,0,-1,-1,0,0,0,0,93,93,0,0,0,0,0,0,0,0,90,97,90,97,-100,-100,0,Normal,Normal,Normal,High, Normal,Normal
4714,Will Peterson,1B,Hartford,Carolina,EL,AA,29,0.5,0.5,0,0,1,0,0,0,0,0,75,82,0,0,0,0,0,0,0,0,77,48,85,48,-100,-100,0,Normal,High,Normal,High, Normal,Normal
4722,Kenny DeLu,RP,Tucson,San Diego,PCL,AAA,30,0.5,0.5,-1,-1,0,0,0,0,63,63,0,0,0,0,0,0,35,83,35,83,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
4728,Bill Locke,SP,Durham,Tampa Bay,IL,AAA,29,2.0,2.0,0,0,0,0,84,84,76,80,0,0,56,105,56,105,45,105,50,105,0,0,0,0,-100,-100,0,Low,Normal,Low,Normal, Normal,Normal
4730,Ron Baines,1B,Portland,Carolina,PCL,AAA,29,1.5,1.5,0,0,0,1,0,0,0,0,88,91,0,0,0,0,0,0,0,0,86,91,90,91,-100,-100,2,Normal,Normal,Normal,Normal, High,Normal
4740,Luke Mathias,RP,-,-,-,-,34,0.5,0.5,0,0,0,0,82,82,69,69,0,0,63,51,63,51,54,51,54,51,0,0,0,0,-100,-100,5,Normal,Normal,Normal,Normal, Normal,Normal
4749,Bobby Lott,LF,New York,New York,PBL,MLB,29,2.5,2.5,0,0,-3,-3,0,0,0,0,90,90,0,0,0,0,0,0,0,0,85,116,85,116,-0.2,0.0,7,Normal,High,Normal,Normal, Normal,Normal
4780,Jack Cooper,SS,Montgomery,Tampa Bay,SL,AA,30,2.0,2.0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,68,149,68,149,-100,-100,0,High,Normal,Normal,Low, Normal,Humble
4790,Aaron Whitley,1B,-,-,-,-,33,2.0,2.0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,94,91,94,91,-100,-100,5,Normal,Normal,Normal,Normal, Normal,Normal
4796,Brian Brewer,RP,-,-,-,-,34,1.5,1.5,-1,-1,0,0,88,88,71,71,0,0,71,42,71,42,59,42,59,42,0,0,0,0,0.0,0.1,6,Normal,Normal,Normal,Low, Normal,Normal
4799,Silas Ward,LF,-,-,-,-,30,2.5,2.5,0,0,0,-3,0,0,0,0,97,97,0,0,0,0,0,0,0,0,93,120,93,120,-100,-100,3,Normal,Low,Normal,Low, Normal,Humble
4800,Ramón Sandoval,RP,-,-,-,-,31,2.0,2.0,0,0,0,0,90,90,81,84,0,0,66,83,66,83,58,83,63,83,0,0,0,0,-100,-100,5,Normal,Normal,Normal,Normal, Normal,Prankster
4807,John Knutson,LF,Albuquerque,Los Angeles,PCL,AAA,29,1.5,1.5,0,0,0,0,0,0,0,0,89,92,0,0,0,0,0,0,0,0,93,69,96,69,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Normal
4829,Rob Schneider,C,-,-,-,-,30,1.5,1.5,0,0,-1,-1,0,0,0,0,94,94,0,0,0,0,0,0,0,0,59,134,59,134,-100,-100,0,Normal,High,Normal,Normal, High,Normal
4830,John Craig,RF,-,-,-,-,29,2.0,2.0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,78,136,78,136,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
4835,Tetsuo Oshima,CL,St. Louis,St. Louis,PBL,MLB,28,5.0,5.0,0,0,0,0,110,110,106,106,0,0,83,121,83,121,79,121,79,121,0,0,0,0,0.0,1.5,3,Normal,Normal,Normal,Normal, Normal,Normal
4836,Máximo Hernández,3B,-,-,-,-,28,2.0,2.0,0,0,1,1,0,0,0,0,89,93,0,0,0,0,0,0,0,0,81,148,85,148,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unmotivated
4843,Fabian Thaler,1B,-,-,-,-,28,1.0,1.0,0,0,0,0,0,0,0,0,87,89,0,0,0,0,0,0,0,0,87,73,90,73,-100,-100,0,Normal,Normal,Normal,High, Normal,Normal
4861,Eduardo Ortíz,CL,Hartford,Carolina,EL,AA,28,1.5,1.5,1,1,0,0,84,89,81,91,0,0,57,94,61,107,55,94,64,107,0,0,0,0,-100,-100,1,Low,Normal,Normal,High, Low,Unmotivated
4863,Marvello Andrada,SP,Erie,Detroit,EL,AA,27,1.5,1.5,-1,-1,0,0,73,73,70,73,0,0,43,103,43,103,37,103,42,103,0,0,0,0,-100,-100,0,High,Normal,Normal,High, High,Normal
4872,Ricardo Charana,C,Mobile,Arizona,SL,AA,28,1.0,1.0,0,0,0,-1,0,0,0,0,97,99,0,0,0,0,0,0,0,0,59,146,62,146,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
4874,Rodrigo Hernández,C,-,-,-,-,28,0.5,0.5,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,59,121,59,121,-100,-100,0,Normal,High,High,Normal, Normal,Normal
4882,Javier Hernández,RP,-,-,-,-,27,0.5,0.5,0,0,0,0,80,80,65,65,0,0,59,60,59,60,45,60,45,60,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, Normal,Humble
4883,Orlando Costa,RP,-,-,-,-,29,1.0,1.0,0,0,0,0,85,85,84,87,0,0,54,121,54,121,50,121,55,121,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
4885,Manuel Saldaña,RP,New York,New York,PBL,MLB,28,3.0,3.5,0,0,0,0,98,100,101,105,0,0,67,135,67,151,69,135,69,151,0,0,0,0,0.0,-0.0,4,Normal,Normal,High,Normal, Normal,Normal
4887,Andre Allan,RP,Gwinnett,Atlanta,IL,AAA,28,1.5,1.5,-1,0,0,0,91,91,89,89,0,0,61,121,61,121,57,121,57,121,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
4888,Carlos Vázquez,1B,-,-,-,-,27,0.5,0.5,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,71,36,71,36,-100,-100,0,Normal,Low,Normal,Normal, Normal,Normal
4896,Zhi-bin Lei,1B,-,-,-,-,28,0.5,0.5,0,0,-2,-2,0,0,0,0,78,78,0,0,0,0,0,0,0,0,77,79,77,79,-100,-100,0,High,Normal,Low,Normal, Low,Normal
4900,Jorge Santiago,LF,-,-,-,-,28,2.0,2.0,0,0,1,0,0,0,0,0,96,99,0,0,0,0,0,0,0,0,95,100,99,100,-100,-100,3,Normal,Normal,Normal,Normal, Normal,Normal
4929,Young-kyoo Cha,RP,Milwaukee,Milwaukee,PBL,MLB,28,2.5,2.5,1,1,0,0,102,104,94,97,0,0,76,108,76,121,68,108,68,121,0,0,0,0,0.0,1.4,2,High,Normal,Normal,Low, Normal,Fan Fav
4934,Vincente Méndez,C,Toledo,Detroit,IL,AAA,28,0.5,0.5,0,0,-1,0,0,0,0,0,90,96,0,0,0,0,0,0,0,0,54,133,62,133,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
4942,Roberto Escobar,SP,Portland,Carolina,PCL,AAA,29,2.0,2.0,1,1,0,0,80,81,66,68,0,0,58,63,58,74,45,63,45,74,0,0,0,0,-100,-100,0,Normal,Normal,Low,Normal, High,Normal
4946,Maru Musajakawa,RF,-,-,-,-,29,2.0,2.0,0,0,-1,-1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,94,95,94,95,-100,-100,0,Low,Normal,Normal,Normal, High,Unmotivated
4951,Lee tai hoi Choe,C,-,-,-,-,28,0.5,1.0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,62,100,62,100,-100,-100,0,Normal,Normal,Normal,Normal, High,Prankster
4955,Miguel Angel Rúbio,3B,Chicago,Chicago,PBL,MLB,28,2.0,2.0,0,0,0,0,0,0,0,0,84,85,0,0,0,0,0,0,0,0,81,123,82,123,-0.1,0.0,1,High,Normal,Normal,Normal, Normal,Normal
4960,Dieu-Hien Cahn,RF,Arizona,Arizona,PBL,MLB,27,2.5,2.5,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,97,132,97,132,1.9,0.0,4,Normal,Normal,Normal,Normal, Normal,Normal
4962,Kazuhiro Ishida,RP,San Diego,San Diego,PBL,MLB,28,2.5,2.5,0,0,0,0,103,103,105,105,0,0,72,135,72,135,74,135,74,135,0,0,0,0,0.0,0.3,2,Low,Normal,Low,High, Low,Selfish
4963,António Medina,SS,Milwaukee,Milwaukee,PBL,MLB,28,2.5,2.5,0,0,-2,-2,0,0,0,0,90,90,0,0,0,0,0,0,0,0,84,129,84,129,0.1,0.0,2,High,Normal,Normal,Normal, Normal,Sparkplug
4967,Carlos Martínez,2B,Toronto,Toronto,PBL,MLB,28,3.0,3.0,0,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0,0,0,90,133,90,133,4.8,0.0,5,Normal,Normal,Low,Normal, Normal,Normal
4972,Germán Santos,SP,Texas,Texas,PBL,MLB,28,5.0,5.0,0,1,0,0,120,120,117,117,0,0,97,110,97,110,98,110,98,110,0,0,0,0,0.0,5.7,4,Normal,Normal,Normal,Normal, Normal,Normal
4974,Neil Lozano,1B,-,-,-,-,28,1.5,1.5,0,0,0,0,0,0,0,0,83,90,0,0,0,0,0,0,0,0,84,67,91,67,-100,-100,0,Low,Normal,Low,High, Low,Disruptive
4975,Adrian Adderley,CF,Indianapolis,Pittsburgh,IL,AAA,28,1.5,1.5,0,0,-1,-1,0,0,0,0,84,84,0,0,0,0,0,0,0,0,72,130,72,130,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
4977,Edwin Aitcheson,RP,Fresno,San Francisco,PCL,AAA,28,2.0,2.0,-1,-1,0,0,92,92,80,83,0,0,69,82,69,82,58,82,62,82,0,0,0,0,-100,-100,2,Normal,Normal,High,High, High,Normal
4982,Yoshimatsu Koizumi,RP,Colorado,Colorado,PBL,MLB,27,4.0,4.0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,86,135,86,135,0,0,0,0,0.0,0.6,3,Low,Normal,Low,High, Low,Disruptive
4993,Ramón Hernández,SP,Oklahoma City,Texas,PCL,AAA,28,2.5,2.5,0,0,0,0,95,100,86,93,0,0,72,82,79,82,65,82,75,82,0,0,0,0,-100,-100,4,Normal,Normal,Normal,Low, Normal,Normal
4995,Raúl Romero,RF,Los Angeles,Los Angeles,PBL,MLB,28,2.5,2.5,0,0,-1,-1,0,0,0,0,85,85,0,0,0,0,0,0,0,0,83,117,83,117,0.8,0.0,4,Normal,High,High,Low, Normal,Prankster
4996,Erik Lips,RF,San Antonio,San Diego,TEX,AA,28,1.5,1.5,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,72,127,72,127,-100,-100,0,Normal,Normal,Normal,High, Normal,Prankster
5005,Munoto Kondo,C,-,-,-,-,28,1.5,1.5,0,0,0,0,0,0,0,0,92,94,0,0,0,0,0,0,0,0,59,125,63,125,-100,-100,0,Normal,Normal,Low,Normal, Normal,Normal
5006,Roberto Chávez,CF,Buffalo,New York,IL,AAA,28,2.0,2.0,0,0,-1,-1,0,0,0,0,88,90,0,0,0,0,0,0,0,0,69,150,72,150,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
5008,Scott Rodríguez,RP,-,-,-,-,28,0.5,0.5,-2,-2,0,0,77,77,70,70,0,0,54,71,54,71,48,71,48,71,0,0,0,0,-100,-100,0,Normal,Low,Low,High, Low,Selfish
5009,Hogai Ojima,SS,Arkansas,Los Angeles,TEX,AA,30,2.0,2.0,0,0,2,1,0,0,0,0,88,88,0,0,0,0,0,0,0,0,80,129,80,129,-100,-100,0,High,High,Normal,Normal, Normal,Sparkplug
5029,Júlio Palma,C,-,-,-,-,28,0.5,0.5,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,59,134,59,134,-100,-100,0,Low,Normal,Normal,Normal, High,Normal
5033,Lorenzo Campos,RP,Tacoma,Seattle,PCL,AAA,28,2.5,2.5,0,0,0,0,98,98,93,93,0,0,64,151,64,151,52,151,52,151,0,0,0,0,-100,-100,1,Normal,Normal,High,Low, Normal,Normal
5034,Juan Juárez,3B,New Orleans,Miami,PCL,AAA,28,1.5,1.5,0,0,1,1,0,0,0,0,85,86,0,0,0,0,0,0,0,0,86,108,87,108,-100,-100,0,Normal,Normal,High,Normal, Normal,Normal
5036,Daisuke Goto,C,-,-,-,-,29,0.5,0.5,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,64,113,64,113,-100,-100,0,Normal,Normal,Normal,Low, Normal,Normal
5037,Larry Oolbekkink,SP,-,-,-,-,28,2.0,2.0,0,-1,0,0,87,91,75,83,0,0,66,64,70,68,57,64,66,68,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
5039,Júlio Hernández,C,Scranton WB,New York,IL,AAA,28,1.0,1.0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,55,150,55,150,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
5040,Sancho García,C,-,-,-,-,28,0.5,0.5,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,59,121,59,121,-100,-100,0,Normal,Normal,Normal,Normal, High,Normal
5062,Kiyohira Shunji,3B,Arkansas,Los Angeles,TEX,AA,28,2.0,2.0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,82,155,82,155,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
5076,Ichiro Kobayashi,3B,Hartford,Carolina,EL,AA,28,1.5,1.5,0,0,0,0,0,0,0,0,80,83,0,0,0,0,0,0,0,0,67,158,70,158,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
5077,Seinosuke Kawai,SP,-,-,-,-,28,2.0,2.0,0,0,0,0,83,88,74,84,0,0,59,83,62,96,50,83,59,96,0,0,0,0,-100,-100,1,High,Normal,Normal,Low, Normal,Normal
5085,Javier Félix,RP,Buffalo,New York,IL,AAA,29,0.5,0.5,1,1,0,0,82,82,78,82,0,0,52,107,52,107,48,107,52,107,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
5107,Willard Johnson,1B,Atlanta,Atlanta,PBL,MLB,29,2.0,2.0,0,0,-1,0,0,0,0,0,91,95,0,0,0,0,0,0,0,0,94,55,98,55,1.8,0.0,5,High,Normal,Normal,Low, High,Sparkplug
5117,Yoshiiku Mori,RP,New York,New York,PBL,MLB,28,2.5,2.5,0,0,0,0,93,98,88,95,0,0,64,121,64,151,55,121,55,151,0,0,0,0,0.0,-0.3,3,High,Normal,Normal,Normal, Normal,Normal
5119,Hsin Guo,SP,Los Angeles,Los Angeles,PBL,MLB,28,2.5,3.0,0,1,0,0,104,109,94,104,0,0,86,68,89,83,81,68,90,83,0,0,0,0,0.0,1.7,4,Low,Low,Normal,Normal, Normal,Unmotivated
5120,Gjelt Albers,SP,New Orleans,Miami,PCL,AAA,28,1.5,1.5,0,0,0,0,70,74,57,66,0,0,42,87,46,96,26,87,35,96,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
5130,José Ruíz,LF,-,-,-,-,28,2.0,2.0,0,0,-2,-2,0,0,0,0,93,93,0,0,0,0,0,0,0,0,91,103,91,103,0.6,0.0,4,High,Low,Normal,Normal, Normal,Sparkplug
5132,Vicente Franco,RP,Tampa Bay,Tampa Bay,PBL,MLB,29,3.0,3.0,0,0,0,0,108,126,104,130,0,0,89,75,100,135,93,75,107,135,0,0,0,0,0.0,0.2,4,Normal,High,Normal,Normal, Normal,Normal
5138,Norberto Salas,C,Portland,Carolina,PCL,AAA,28,1.5,1.5,0,0,-1,0,0,0,0,0,100,103,0,0,0,0,0,0,0,0,70,125,74,125,-100,-100,0,Low,Normal,Low,High, Normal,Normal
5152,Javier Muñóz,SP,-,-,-,-,29,2.0,2.0,0,0,0,0,85,91,70,81,0,0,66,57,69,73,53,57,62,73,0,0,0,0,-100,-100,0,Low,Normal,Low,Normal, Low,Normal
5157,Tony Trujillo,CF,-,-,-,-,28,2.0,2.0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,70,148,70,148,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Normal
5171,Xian-gan Pan,RF,-,-,-,-,28,2.0,2.0,0,0,-1,0,0,0,0,0,88,92,0,0,0,0,0,0,0,0,84,133,88,133,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Normal
5178,Albert Mata,SP,-,-,-,-,30,2.5,2.5,0,0,0,0,94,94,91,91,0,0,70,91,70,91,69,91,69,91,0,0,0,0,0.0,0.4,3,Normal,Low,Normal,Normal, Normal,Normal
5184,Rodrigo Sánchez,C,Round Rock,Houston,PCL,AAA,28,1.5,1.5,0,0,-2,-2,0,0,0,0,87,87,0,0,0,0,0,0,0,0,60,104,60,104,-100,-100,2,Normal,Normal,High,Low, Normal,Captain
5187,Roberto Rosado,2B,-,-,-,-,28,2.0,2.0,0,0,0,0,0,0,0,0,91,92,0,0,0,0,0,0,0,0,78,132,79,132,-1.2,0.0,4,Normal,Normal,Normal,Normal, High,Prankster
5188,Wendell Gulledge,RP,Buffalo,New York,IL,AAA,29,0.5,0.5,1,1,0,0,76,76,68,68,0,0,50,82,50,82,42,82,42,82,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Low, Normal,Humble
5189,Scott Matheson,SS,-,-,-,-,28,2.5,2.5,0,0,-2,-2,0,0,0,0,91,91,0,0,0,0,0,0,0,0,75,151,75,151,-100,-100,0,High,Normal,Normal,Low, Normal,Normal
5225,Tadamasa Kato,SP,-,-,-,-,28,1.5,2.0,0,0,0,0,88,98,76,97,0,0,68,62,75,91,59,62,77,91,0,0,0,0,-100,-100,4,High,Normal,Normal,Normal, Normal,Sparkplug
5234,Raúl Cantó,SP,St. Louis,St. Louis,PBL,MLB,28,2.5,2.5,1,1,0,0,101,101,98,98,0,0,76,101,76,101,76,101,76,101,0,0,0,0,0.0,0.1,6,Normal,Normal,Normal,Low, Normal,Normal
